round_num,winning_team,round_end_reason,bomb_planted,demo_type,map_name,parsing_status
2,T,ct_killed,True,cs2,de_inferno,success
3,CT,t_killed,True,cs2,de_inferno,success
4,CT,t_killed,True,cs2,de_inferno,success
5,T,ct_killed,True,cs2,de_inferno,success
6,T,bomb_exploded,True,cs2,de_inferno,success
7,T,ct_killed,True,cs2,de_inferno,success
8,T,ct_killed,True,cs2,de_inferno,success
9,T,ct_killed,True,cs2,de_inferno,success
10,CT,t_killed,True,cs2,de_inferno,success
11,T,ct_killed,True,cs2,de_inferno,success
12,T,ct_killed,True,cs2,de_inferno,success
13,CT,t_killed,True,cs2,de_inferno,success
14,T,ct_killed,True,cs2,de_inferno,success
15,CT,t_killed,True,cs2,de_inferno,success
16,CT,t_killed,True,cs2,de_inferno,success
17,T,bomb_exploded,True,cs2,de_inferno,success
18,CT,t_killed,True,cs2,de_inferno,success
19,T,bomb_exploded,True,cs2,de_inferno,success
20,T,ct_killed,True,cs2,de_inferno,success
21,CT,t_killed,True,cs2,de_inferno,success
22,,,True,cs2,de_inferno,success
23,,,True,cs2,de_inferno,success
24,CT,bomb_defused,True,cs2,de_inferno,success
